Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Suministros,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,41300.0,41322.31,0,38,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,316353.12,318181.82,0,38,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,277963.46,278190.11,1,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,155866.74,155985.74,0,45,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,258462.22,430754.03,1,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,49100.0,60000.0,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,32952.0,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,27999.993,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31100.0,39999.99,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,126000.0,130000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Educación,Menos de 1 año,47915.78,63320.0,0,39,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,304545.45,335000.0,0,80,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,619834.71,750000.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,104000.0,136000.0,1,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,30595.0,34986.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,48760.0,53000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,138545.0,307500.0,0,35,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,87750.0,88500.0,0,18,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,20080.0,22115.39,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,Educación,Menos de 1 año,41980.0,55000.0,0,37,0,5-10 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,81110.0,263478.0,0,39,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,57557.01,71865.41,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,413933.81,495686.66,0,45,0,5-10 licitadores,0
Suministros,Negociado Sin Publicidad,Otros,Cultura y Política Lingüística,Menos de 1 año,41322.31,50000.0,0,22,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,1-3 años,40975.5,41000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,93930.0,113655.3,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,285865.0,285865.0,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Educación,Menos de 1 año,471000.0,471640.0,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,30000.0,72851.24,0,60,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,3-6 años,86363.64,95000.0,0,15,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,483024.72,578506.86,0,45,0,5-10 licitadores,0
Suministros,Negociado Sin Publicidad,Otros,Cultura y Política Lingüística,Menos de 1 año,41322.0,41322.31,0,22,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,59200.0,59504.0,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,275500.0,320500.0,0,18,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,40800.0,49368.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,82552.0,99887.92,1,90,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,68979.43,69677.77,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,247933.0,247933.9,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,15150.0,15300.0,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,76692.0,77000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,79000.0,82000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,103395.0,113000.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,165798.37,190407.97,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,Menos de 1 año,222276.03,268954.0,0,30,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,349943.49,473352.84,0,45,0,5-10 licitadores,1
Suministros,Derivado de Acuerdo Marco,Otros,Educación,Menos de 1 año,152720.0,243390.0,0,30,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,95450.0,115494.5,0,18,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,160000.0,193600.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Economía y Hacienda,1-3 años,34999.0,34999.99,0,63,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Economía y Hacienda,1-3 años,15021.0,18000.0,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,85347.0,99000.0,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,31885.0,36000.0,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,35600.0,40000.0,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,71200.0,80000.0,0,72,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,984233.91,1232855.84,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,192495.0,205000.0,0,75,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,97190.079,138842.97,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,90054.0,114000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,162660.0,247933.89,0,39,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,155000.0,310000.0,1,85,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,108333.0,108333.0,1,85,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,70000.0,212500.0,1,80,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,38900.0,40000.0,0,79,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,71800.0,75000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,79600.0,99500.0,0,71,0,Menos de 5 licitadores,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,28405.0,73500.0,0,31,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,48200.0,60000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,18000.0,20000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Trabajo y Empleo,3-6 años,48200.0,60000.0,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,61798.0,79500.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,82644.63,90000.0,1,60,0,5-10 licitadores,1
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,73090.0,80000.0,1,90,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,80151.17,123966.94,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,30000.0,36300.0,0,72,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Economía y Hacienda,3-6 años,55890.0,67626.9,0,48,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Otros,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,254982.23,308528.5,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,318570.0,344400.0,0,75,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,38710.0,41000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,29851.240999999995,42644.63,0,63,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,150000.0,157024.78,0,31,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,127965.82,144164.48,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,62999.99999999999,90000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",1-3 años,405000.0,420000.0,0,80,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,160000.0,220000.0,1,71,0,Menos de 5 licitadores,1
Servicios,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,34200.0,70000.0,0,71,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,140738.42,200000.0,0,50,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,110720.0,124000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,164716.0,199306.36,1,64,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,26446.28,79338.84,1,71,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,456000.0,535988.42,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,149000.0,162809.92,1,51,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,346694.21,347107.44,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,306936.0,511560.0,1,71,0,Más de 20 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,36000.0,37190.08,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,346914.75,419766.84,1,50,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Trabajo y Empleo,1-3 años,35568.0,43037.28,1,30,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,80000.0,96800.0,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,52470.0,63488.7,1,55,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,35253.0,56949.87,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,73100.0,152320.0,1,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,71342.97,72727.27,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,89500.0,90000.0,1,90,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,500000.0,1239669.42,0,45,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,401021.82,485236.4,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,537190.08,650000.0,0,38,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,59509.1,59510.0,0,15,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,55447.0,56000.0,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,638016.52,638016.53,1,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,33057.84,33057.85,1,44,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,49586.77,49586.78,1,35,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,892561.98,1080000.0,1,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,99298.5,141855.0,1,33,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,219008.26,265000.0,0,38,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,277135.2,454320.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,93879.0,120000.0,1,90,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,76440.0,98000.0,0,71,0,5-10 licitadores,0
Obras,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,224957.73,323242.79,1,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,35000.0,95867.77,0,31,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,50771.24,57851.24,1,42,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,387500.0,904166.67,1,80,1,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,92400.0,154000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,25712.17,34162.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,54000.0,60000.0,1,90,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,549600.0,804791.73,1,72,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,18416.72,24390.37,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,85540.0,94000.0,1,90,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,58500.0,77280.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,Menos de 1 año,16335.0,24500.0,0,34,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,132200.0,132231.4,0,38,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,49900.0,65000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,548814.0,828099.18,1,72,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,28000.0,33057.86,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,41322.31,50000.0,0,38,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,35618.59,50000.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,38892.84,55561.2,0,85,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,133512.72,138878.67,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Salud,1-3 años,45022.5,54477.23,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,210000.0,347107.44,1,90,1,Menos de 5 licitadores,1
Suministros,Abierto,Mejor precio,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,27910.0,80000.0,0,39,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Mejor precio,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,136584.25,177768.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Otros,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,37485.0,49000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,217240.47,279000.0,0,42,1,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,39504.85,40000.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,33510.0,39999.99,0,45,0,Menos de 5 licitadores,0
